bay_id,st_marker_id,status,location,lat,lon
6132,C13632,Unoccupied,"(-37.81968176847585, 144.94433035327427)",-37.81968176847585,144.94433035327427
1129,C1174,Unoccupied,"(-37.81352251237378, 144.96002258658945)",-37.81352251237378,144.96002258658945
4432,C7704,Unoccupied,"(-37.80362535960599, 144.95474956666084)",-37.80362535960599,144.95474956666084
3801,C5426,Present,"(-37.80814069305637, 144.95475819604104)",-37.80814069305637,144.95475819604104
943,C768,Present,"(-37.813204770295954, 144.96828258220722)",-37.813204770295954,144.96828258220722
632,91W,Present,"(-37.80883571544522, 144.97175471476578)",-37.80883571544522,144.97175471476578
4883,9304N,Present,"(-37.829146675759404, 144.96931992163593)",-37.829146675759404,144.96931992163593
4913,9335S,Present,"(-37.82955191844707, 144.96835970098678)",-37.82955191844707,144.96835970098678
4377,C7188,Unoccupied,"(-37.80751916412699, 144.95300253082087)",-37.80751916412699,144.95300253082087
1526,1890N,Present,"(-37.8137016863633, 144.9723682016858)",-37.8137016863633,144.9723682016858
3177,5386E,Unoccupied,"(-37.80553776921346, 144.95621502789373)",-37.80553776921346,144.95621502789373
2297,2793S,Present,"(-37.810467951434205, 144.9687918963204)",-37.810467951434205,144.9687918963204
5855,C9122,Present,"(-37.79840475600588, 144.96477329313018)",-37.79840475600588,144.96477329313018
606,57W,Unoccupied,"(-37.810882285196, 144.97272256619573)",-37.810882285196,144.97272256619573
2299,2798N,Present,"(-37.810303662333624, 144.96868144063657)",-37.810303662333624,144.96868144063657
4192,C6654,Present,"(-37.80857614184414, 144.95900866681018)",-37.80857614184414,144.95900866681018
1027,1192E,Unoccupied,"(-37.81331958123158, 144.96005673276989)",-37.81331958123158,144.96005673276989
4549,10041S,Present,"(-37.82337420230638, 144.9657025579436)",-37.82337420230638,144.9657025579436
5605,12229S,Unoccupied,"(-37.80948448316562, 144.9742602925529)",-37.80948448316562,144.9742602925529
5618,12260N,Unoccupied,"(-37.809536330541434, 144.97622742801065)",-37.809536330541434,144.97622742801065
2662,10169W,Present,"(-37.80435064498897, 144.9492992310059)",-37.80435064498897,144.9492992310059
2669,10178E,Unoccupied,"(-37.80410451447679, 144.94953261336826)",-37.80410451447679,144.94953261336826
5576,12085W,Present,"(-37.81104160311037, 144.98332184983354)",-37.81104160311037,144.98332184983354
5479,11881W,Unoccupied,"(-37.811181032017544, 144.97797804080977)",-37.811181032017544,144.97797804080977
1157,C1256,Unoccupied,"(-37.811769756078974, 144.95922397242657)",-37.811769756078974,144.95922397242657
1996,3414N,Unoccupied,"(-37.810225713501396, 144.96537740461287)",-37.810225713501396,144.96537740461287
705,448E,Unoccupied,"(-37.81174571141888, 144.97053739153296)",-37.81174571141888,144.97053739153296
4701,8647W,Present,"(-37.82560052815213, 144.96244227054996)",-37.82560052815213,144.96244227054996
2437,C2732,Unoccupied,"(-37.80991773039831, 144.97033380959402)",-37.80991773039831,144.97033380959402
808,C488,Unoccupied,"(-37.81075788130909, 144.96996162904333)",-37.81075788130909,144.96996162904333
1737,2344N,Present,"(-37.81182606166182, 144.97116208831739)",-37.81182606166182,144.97116208831739
3100,5256E,Present,"(-37.80493280814753, 144.95736604335298)",-37.80493280814753,144.95736604335298
6160,13210N,Present,"(-37.81865328479379, 144.94754764102797)",-37.81865328479379,144.94754764102797
4828,9220N,Present,"(-37.83124701728707, 144.9664458800675)",-37.83124701728707,144.9664458800675
4181,C6632,Present,"(-37.808451484560244, 144.9594390131209)",-37.808451484560244,144.9594390131209
862,682E,Present,"(-37.81419687510376, 144.96886355574097)",-37.81419687510376,144.96886355574097
4223,C6750,Present,"(-37.80927916018091, 144.9568259054225)",-37.80927916018091,144.9568259054225
941,C764,Present,"(-37.81325032540738, 144.968303390463)",-37.81325032540738,144.968303390463
2682,10191W,Present,"(-37.80377542661587, 144.94940056369148)",-37.80377542661587,144.94940056369148
2683,10192E,Present,"(-37.80373847192441, 144.94959713136984)",-37.80373847192441,144.94959713136984
3404,6253S,Present,"(-37.807680383913905, 144.96640504611318)",-37.807680383913905,144.96640504611318
870,742E,Present,"(-37.81335969196184, 144.96847993094025)",-37.81335969196184,144.96847993094025
3628,7577S,Unoccupied,"(-37.8058291849574, 144.95468553992856)",-37.8058291849574,144.95468553992856
4186,C6642,Present,"(-37.80852425616692, 144.95918789262674)",-37.80852425616692,144.95918789262674
2680,10189W,Present,"(-37.80382682159421, 144.94939150990004)",-37.80382682159421,144.94939150990004
2301,2818N,Present,"(-37.81034688352054, 144.96853423255658)",-37.81034688352054,144.96853423255658
4184,C6638,Unoccupied,"(-37.80850658543038, 144.95924893742722)",-37.80850658543038,144.95924893742722
919,C692,Present,"(-37.814215967685655, 144.9687480312692)",-37.814215967685655,144.9687480312692
5311,7809W,Unoccupied,"(-37.82956030917069, 144.9710350647198)",-37.82956030917069,144.9710350647198
3414,6263S,Present,"(-37.80774341058874, 144.9661907526817)",-37.80774341058874,144.9661907526817
6147,C13692,Unoccupied,"(-37.81999578991213, 144.94324313732807)",-37.81999578991213,144.94324313732807
6266,13335W,Present,"(-37.81908854023449, 144.94840846874524)",-37.81908854023449,144.94840846874524
6233,13344E,Unoccupied,"(-37.81590296978487, 144.94545066146043)",-37.81590296978487,144.94545066146043
1532,1896N,Unoccupied,"(-37.81375871902004, 144.97217176465608)",-37.81375871902004,144.97217176465608
1738,2345S,Present,"(-37.81195945142382, 144.97125871140506)",-37.81195945142382,144.97125871140506
3726,7741S,Present,"(-37.80323523134001, 144.9504105756235)",-37.80323523134001,144.9504105756235
763,C296,Present,"(-37.814780279771405, 144.97181040060005)",-37.814780279771405,144.97181040060005
5507,11947W,Unoccupied,"(-37.81514995297523, 144.98262700920668)",-37.81514995297523,144.98262700920668
3067,5192E,Present,"(-37.81101005384669, 144.95742068794695)",-37.81101005384669,144.95742068794695
2024,3470N,Present,"(-37.81216896593486, 144.95875112713625)",-37.81216896593486,144.95875112713625
3882,C5660,Present,"(-37.806567309722695, 144.95502658681517)",-37.806567309722695,144.95502658681517
5586,12206N,Present,"(-37.80928907327666, 144.97418037652295)",-37.80928907327666,144.97418037652295
6069,13203S,Unoccupied,"(-37.81868210241659, 144.94812927062526)",-37.81868210241659,144.94812927062526
6106,C13520,Unoccupied,"(-37.81926491052582, 144.94577454484752)",-37.81926491052582,144.94577454484752
4317,C6972,Unoccupied,"(-37.809356342797855, 144.95626247620703)",-37.809356342797855,144.95626247620703
1340,1358E,Unoccupied,"(-37.814074531451155, 144.95759883658002)",-37.814074531451155,144.95759883658002
4714,8662E,Present,"(-37.825420024341206, 144.9628524121386)",-37.825420024341206,144.9628524121386
6454,13584E,Present,"(-37.819863363147014, 144.94274497835738)",-37.819863363147014,144.94274497835738
1338,1355W,Present,"(-37.814310376786246, 144.95745865020393)",-37.814310376786246,144.95745865020393
6294,13466E,Present,"(-37.82016452130774, 144.9486632203689)",-37.82016452130774,144.9486632203689
1339,1356E,Present,"(-37.81412539867974, 144.95762216561343)",-37.81412539867974,144.95762216561343
6617,13866N,Unoccupied,"(-37.814050782426506, 144.9415608195564)",-37.814050782426506,144.9415608195564
3508,6661S,Present,"(-37.808800623522416, 144.95857337326385)",-37.808800623522416,144.95857337326385
3606,7554N,Present,"(-37.80598354787373, 144.95884461925414)",-37.80598354787373,144.95884461925414
5370,11714E,Present,"(-37.810199902390494, 144.97294577553856)",-37.810199902390494,144.97294577553856
5371,11716E,Present,"(-37.81013912649335, 144.9729526213174)",-37.81013912649335,144.9729526213174
6155,C13724,Present,"(-37.820071481251816, 144.94298286812057)",-37.820071481251816,144.94298286812057
1325,1341W,Unoccupied,"(-37.81514999264033, 144.9578375008079)",-37.81514999264033,144.9578375008079
1380,1544E,Present,"(-37.81627464497207, 144.9529995031064)",-37.81627464497207,144.9529995031064
1389,1563W,Unoccupied,"(-37.81459139287051, 144.95196779027933)",-37.81459139287051,144.95196779027933
1379,1542E,Unoccupied,"(-37.81632513240095, 144.95302271196846)",-37.81632513240095,144.95302271196846
1352,1374E,Present,"(-37.81225586073681, 144.95677027348097)",-37.81225586073681,144.95677027348097
2305,2841S,Unoccupied,"(-37.81059866993539, 144.96834681126734)",-37.81059866993539,144.96834681126734
2714,4003W,Present,"(-37.80782281308842, 144.96010770734512)",-37.80782281308842,144.96010770734512
802,C466,Present,"(-37.81163155291834, 144.97036030379877)",-37.81163155291834,144.97036030379877
1350,1372E,Unoccupied,"(-37.81231175687533, 144.95679585990013)",-37.81231175687533,144.95679585990013
1829,2495S,Unoccupied,"(-37.81047789524604, 144.97230722782524)",-37.81047789524604,144.97230722782524
2547,C3070,Unoccupied,"(-37.813320247265764, 144.9587044313784)",-37.813320247265764,144.9587044313784
1848,2563S,Present,"(-37.814122389825435, 144.95986619181224)",-37.814122389825435,144.95986619181224
6587,13783W,Present,"(-37.81328048993435, 144.94077011798743)",-37.81328048993435,144.94077011798743
1856,2583S,Present,"(-37.814508713449584, 144.95852544753635)",-37.814508713449584,144.95852544753635
1849,2565S,Unoccupied,"(-37.81424026128931, 144.95946211686638)",-37.81424026128931,144.95946211686638
1729,2336N,Present,"(-37.8117310378866, 144.97148422841045)",-37.8117310378866,144.97148422841045
2300,2814N,Present,"(-37.810328231400206, 144.9685977198205)",-37.810328231400206,144.9685977198205
2715,4005W,Present,"(-37.80777200757387, 144.96008443325005)",-37.80777200757387,144.96008443325005
1860,2591S,Unoccupied,"(-37.814819229723156, 144.95743849161283)",-37.814819229723156,144.95743849161283
2628,2862N,Present,"(-37.81057122742014, 144.96777043842528)",-37.81057122742014,144.96777043842528
1863,2594N,Unoccupied,"(-37.814797817545895, 144.9573211361774)",-37.814797817545895,144.9573211361774
5270,4501W,Unoccupied,"(-37.811863168591, 144.9535188884221)",-37.811863168591,144.9535188884221
1847,2561S,Unoccupied,"(-37.814104372840205, 144.95992802254045)",-37.814104372840205,144.95992802254045
3257,5810E,Unoccupied,"(-37.807013837726906, 144.95347757148653)",-37.807013837726906,144.95347757148653
2340,2963S,Present,"(-37.812877720141756, 144.9605490751497)",-37.812877720141756,144.9605490751497
3528,7017S,Unoccupied,"(-37.807413159368124, 144.95905731480383)",-37.807413159368124,144.95905731480383
6923,746E,Present,"(-37.81330885445871, 144.96845679346052)",-37.81330885445871,144.96845679346052
4220,C6744,Unoccupied,"(-37.80938364623488, 144.95711696128666)",-37.80938364623488,144.95711696128666
932,C736,Unoccupied,"(-37.81350740471045, 144.96842159726603)",-37.81350740471045,144.96842159726603
2365,3099S,Unoccupied,"(-37.813592199142235, 144.95809021298106)",-37.813592199142235,144.95809021298106
2040,3507S,Unoccupied,"(-37.812938032343936, 144.95626401493686)",-37.812938032343936,144.95626401493686
2374,3166N,Present,"(-37.813853079925295, 144.95649655600778)",-37.813853079925295,144.95649655600778
2043,3514N,Unoccupied,"(-37.81297472600954, 144.95594829894435)",-37.81297472600954,144.95594829894435
2085,3584N,Unoccupied,"(-37.81391233677536, 144.9526576445403)",-37.81391233677536,144.9526576445403
2413,C2648,Unoccupied,"(-37.80959173026294, 144.97144739203077)",-37.80959173026294,144.97144739203077
2005,3433S,Unoccupied,"(-37.8107886031315, 144.96364732449337)",-37.8107886031315,144.96364732449337
6197,13307W,Unoccupied,"(-37.82052059935896, 144.94720592383425)",-37.82052059935896,144.94720592383425
1992,3410N,Unoccupied,"(-37.81018704961237, 144.9655095966207)",-37.81018704961237,144.9655095966207
2042,3511S,Unoccupied,"(-37.812971518107375, 144.9561464140067)",-37.812971518107375,144.9561464140067
2041,3509S,Unoccupied,"(-37.812954777731335, 144.95620520165406)",-37.812954777731335,144.95620520165406
2019,3465S,Unoccupied,"(-37.81217344024614, 144.9589106246184)",-37.81217344024614,144.9589106246184
1277,4469W,Present,"(-37.81327805947637, 144.95417047260483)",-37.81327805947637,144.95417047260483
2174,3836N,Unoccupied,"(-37.81079471730854, 144.95949616725125)",-37.81079471730854,144.95949616725125
2264,3962N,Unoccupied,"(-37.81264936190972, 144.9530155750789)",-37.81264936190972,144.9530155750789
5997,4002N,Unoccupied,"(-37.812938617381036, 144.9519092297848)",-37.812938617381036,144.9519092297848
1271,4463W,Unoccupied,"(-37.81377979292849, 144.95440143817464)",-37.81377979292849,144.95440143817464
1269,4461W,Unoccupied,"(-37.8138305705606, 144.95442481081636)",-37.8138305705606,144.95442481081636
2672,10181W,Present,"(-37.80404052141371, 144.94935384858712)",-37.80404052141371,144.94935384858712
1290,4482E,Unoccupied,"(-37.81278151294654, 144.95419047769457)",-37.81278151294654,144.95419047769457
1291,4483W,Unoccupied,"(-37.81285802621315, 144.95397486300203)",-37.81285802621315,144.95397486300203
4570,8011W,Present,"(-37.829855424277184, 144.96907931990978)",-37.829855424277184,144.96907931990978
2888,4827W,Unoccupied,"(-37.81074420400237, 144.95863565013047)",-37.81074420400237,144.95863565013047
2887,4825W,Present,"(-37.810795007446984, 144.95865891936882)",-37.810795007446984,144.95865891936882
3060,5182E,Unoccupied,"(-37.8111553714385, 144.95748749099874)",-37.8111553714385,144.95748749099874
5814,12556N,Unoccupied,"(-37.81582039584319, 144.98101517498233)",-37.81582039584319,144.98101517498233
2751,4588E,Present,"(-37.807509083041744, 144.9659015100363)",-37.807509083041744,144.9659015100363
2748,4578E,Present,"(-37.8079891892026, 144.9660188302588)",-37.8079891892026,144.9660188302588
2896,4852E,Present,"(-37.80966893999779, 144.9583907734873)",-37.80966893999779,144.9583907734873
715,490E,Present,"(-37.81065998717534, 144.97004149809496)",-37.81065998717534,144.97004149809496
3410,6259S,Present,"(-37.80772157855816, 144.96626523007518)",-37.80772157855816,144.96626523007518
2409,C2640,Unoccupied,"(-37.809551386152236, 144.97158519953229)",-37.809551386152236,144.97158519953229
645,C124,Unoccupied,"(-37.8087548085108, 144.97184279140714)",-37.8087548085108,144.97184279140714
3140,5321W,Unoccupied,"(-37.811049800567744, 144.95596418834717)",-37.811049800567744,144.95596418834717
5302,9537S,Unoccupied,"(-37.82821653957317, 144.96514765190838)",-37.82821653957317,144.96514765190838
3147,5329W,Unoccupied,"(-37.81084570995648, 144.9558703069698)",-37.81084570995648,144.9558703069698
3343,6027S,Present,"(-37.81045838471365, 144.9569110731874)",-37.81045838471365,144.9569110731874
3310,5994N,Unoccupied,"(-37.80974176583524, 144.95895241247803)",-37.80974176583524,144.95895241247803
3405,6254N,Unoccupied,"(-37.80760467000953, 144.9663048493107)",-37.80760467000953,144.9663048493107
721,554E,Present,"(-37.80943938206174, 144.96947661579878)",-37.80943938206174,144.96947661579878
2100,3619S,Unoccupied,"(-37.80792970859601, 144.9697571317608)",-37.80792970859601,144.9697571317608
4205,C6702,Unoccupied,"(-37.8087795417706, 144.95830675563434)",-37.8087795417706,144.95830675563434
4043,C6124,Unoccupied,"(-37.80451610014528, 144.95237661190322)",-37.80451610014528,144.95237661190322
3512,6667S,Unoccupied,"(-37.80886084780387, 144.95836611190256)",-37.80886084780387,144.95836611190256
3511,6665S,Present,"(-37.8088396755047, 144.95843901579036)",-37.8088396755047,144.95843901579036
616,73W,Unoccupied,"(-37.810011103482026, 144.97229576421626)",-37.810011103482026,144.97229576421626
4330,C6998,Present,"(-37.80922968677529, 144.95622308132204)",-37.80922968677529,144.95622308132204
885,795W,Unoccupied,"(-37.81138739382134, 144.96732451137103)",-37.81138739382134,144.96732451137103
4559,8000E,Present,"(-37.83021142092793, 144.96936488265194)",-37.83021142092793,144.96936488265194
5389,11744E,Present,"(-37.810283032684495, 144.97566159235552)",-37.810283032684495,144.97566159235552
4833,9230N,Present,"(-37.83129988840992, 144.9662656667809)",-37.83129988840992,144.9662656667809
5559,12051W,Present,"(-37.81230848911075, 144.98311020991386)",-37.81230848911075,144.98311020991386
6612,13853S,Present,"(-37.81411371713209, 144.94156827650255)",-37.81411371713209,144.94156827650255
1452,1725S,Present,"(-37.81440794154686, 144.97410078153473)",-37.81440794154686,144.97410078153473
1101,C1118,Present,"(-37.81461495691755, 144.96052248158327)",-37.81461495691755,144.96052248158327
5318,7823W,Present,"(-37.82918128727978, 144.971038392475)",-37.82918128727978,144.971038392475
5236,11526N,Present,"(-37.81194395036159, 144.95130760794655)",-37.81194395036159,144.95130760794655
1099,C1106,Present,"(-37.81610926884728, 144.9612082961816)",-37.81610926884728,144.9612082961816
5303,9535S,Present,"(-37.82822269475557, 144.96518093963235)",-37.82822269475557,144.96518093963235
1103,C1122,Present,"(-37.81457006933502, 144.96050183932255)",-37.81457006933502,144.96050183932255
1072,C1048,Unoccupied,"(-37.81807459665259, 144.962111772621)",-37.81807459665259,144.962111772621
642,C112,Unoccupied,"(-37.808825513519224, 144.97187528196002)",-37.808825513519224,144.97187528196002
1156,C1254,Present,"(-37.81181828646059, 144.95924619145325)",-37.81181828646059,144.95924619145325
5807,12542N,Unoccupied,"(-37.81576864943921, 144.98054338231634)",-37.81576864943921,144.98054338231634
600,48E,Unoccupied,"(-37.81260835365752, 144.9737395204155)",-37.81260835365752,144.9737395204155
6018,13035S,Present,"(-37.82118079247428, 144.94716143578898)",-37.82118079247428,144.94716143578898
1155,C1252,Present,"(-37.811842425964684, 144.9592572232143)",-37.811842425964684,144.9592572232143
1113,C1142,Unoccupied,"(-37.81428287071084, 144.96036959632758)",-37.81428287071084,144.96036959632758
2454,C2786,Present,"(-37.81031231789402, 144.96897567101377)",-37.81031231789402,144.96897567101377
2450,C2776,Unoccupied,"(-37.810269409303274, 144.96912071717077)",-37.810269409303274,144.96912071717077
2447,C2770,Unoccupied,"(-37.810243112896046, 144.96921069229447)",-37.810243112896046,144.96921069229447
3182,5398E,Unoccupied,"(-37.80284147123521, 144.95669500867302)",-37.80284147123521,144.95669500867302
2482,C2860,Unoccupied,"(-37.81064866737597, 144.96782792645175)",-37.81064866737597,144.96782792645175
661,C188,Present,"(-37.80813848567339, 144.9715594236314)",-37.80813848567339,144.9715594236314
649,C140,Present,"(-37.80866018004536, 144.97179932029343)",-37.80866018004536,144.97179932029343
2459,C2796,Present,"(-37.8103553865409, 144.9688283133164)",-37.8103553865409,144.9688283133164
2475,C2840,Unoccupied,"(-37.810549485635576, 144.96816490171364)",-37.810549485635576,144.96816490171364
2480,C2854,Unoccupied,"(-37.810631680778755, 144.9678860489995)",-37.810631680778755,144.9678860489995
6102,C13504,Present,"(-37.81922796888642, 144.94590260169764)",-37.81922796888642,144.94590260169764
2525,C2984,Present,"(-37.81309344441904, 144.9594816714548)",-37.81309344441904,144.9594816714548
2546,C3066,Present,"(-37.81331155710755, 144.9587341845321)",-37.81331155710755,144.9587341845321
6257,13418E,Present,"(-37.819782786109386, 144.94796145681474)",-37.819782786109386,144.94796145681474
5392,11750E,Present,"(-37.81018552636626, 144.97567785085207)",-37.81018552636626,144.97567785085207
2528,C2994,Present,"(-37.813135638529545, 144.9593364692715)",-37.813135638529545,144.9593364692715
2494,C2920,Unoccupied,"(-37.812454453310714, 144.961712636536)",-37.812454453310714,144.961712636536
2495,C2922,Present,"(-37.81243139013776, 144.96170175907196)",-37.81243139013776,144.96170175907196
5587,12208N,Present,"(-37.809296461864975, 144.97424742514795)",-37.809296461864975,144.97424742514795
2536,C3026,Unoccupied,"(-37.81320551610125, 144.95909723505466)",-37.81320551610125,144.95909723505466
5819,12566N,Present,"(-37.81585716353906, 144.98135152160313)",-37.81585716353906,144.98135152160313
2548,C3072,Unoccupied,"(-37.81332963328402, 144.95867229631136)",-37.81332963328402,144.95867229631136
2549,C3076,Unoccupied,"(-37.81333901929356, 144.9586401612359)",-37.81333901929356,144.9586401612359
2550,C3078,Unoccupied,"(-37.81334840571461, 144.9586080244378)",-37.81334840571461,144.9586080244378
2552,C3084,Unoccupied,"(-37.8133867195479, 144.958476149869)",-37.8133867195479,144.958476149869
5384,11705W,Unoccupied,"(-37.81009872553795, 144.97271946077262)",-37.81009872553795,144.97271946077262
2557,C3104,Present,"(-37.81343025036114, 144.95832711117606)",-37.81343025036114,144.95832711117606
4036,C6110,Unoccupied,"(-37.804685928226846, 144.95234643427727)",-37.804685928226846,144.95234643427727
2428,C2696,Unoccupied,"(-37.80979176745218, 144.9707639975951)",-37.80979176745218,144.9707639975951
3985,C5938,Unoccupied,"(-37.80412494211802, 144.95395824633061)",-37.80412494211802,144.95395824633061
841,C620,Unoccupied,"(-37.80867695072011, 144.96900720936486)",-37.80867695072011,144.96900720936486
801,C462,Present,"(-37.81165696265492, 144.97037191949858)",-37.81165696265492,144.97037191949858
4174,C6608,Unoccupied,"(-37.80838979667196, 144.9596519197408)",-37.80838979667196,144.9596519197408
5661,12320N,Unoccupied,"(-37.80979697423187, 144.9786253759474)",-37.80979697423187,144.9786253759474
5715,12384N,Present,"(-37.810683569555636, 144.97600564601393)",-37.810683569555636,144.97600564601393
5207,C8066,Present,"(-37.810765908436046, 144.95142747149026)",-37.810765908436046,144.95142747149026
6649,13626E,Present,"(-37.819317532118774, 144.94358149448414)",-37.819317532118774,144.94358149448414
4553,10046N,Unoccupied,"(-37.823062858213724, 144.96568871854532)",-37.823062858213724,144.96568871854532
6227,13332E,Unoccupied,"(-37.816737889952776, 144.94581850953125)",-37.816737889952776,144.94581850953125
1407,1596N,Unoccupied,"(-37.81580855012352, 144.97273098525162)",-37.81580855012352,144.97273098525162
2632,10102E,Present,"(-37.80374342669734, 144.94811070076594)",-37.80374342669734,144.94811070076594
5229,11512N,Present,"(-37.81171126342535, 144.95212969396388)",-37.81171126342535,144.95212969396388
6184,13258N,Present,"(-37.81991234380873, 144.94322369995194)",-37.81991234380873,144.94322369995194
6564,13790E,Present,"(-37.812502268567265, 144.93879045292536)",-37.812502268567265,144.93879045292536
5768,12453S,Unoccupied,"(-37.81200576717279, 144.97624765426804)",-37.81200576717279,144.97624765426804
1990,3408N,Present,"(-37.81016770694286, 144.9655756893232)",-37.81016770694286,144.9655756893232
3096,5248E,Present,"(-37.80507850502187, 144.95733720169193)",-37.80507850502187,144.95733720169193
6208,13278N,Unoccupied,"(-37.814823587375116, 144.9453313754436)",-37.814823587375116,144.9453313754436
3620,7568N,Unoccupied,"(-37.80565938100267, 144.954826317798)",-37.80565938100267,144.954826317798
3021,5104E,Present,"(-37.804335100882575, 144.95769222970844)",-37.804335100882575,144.95769222970844
3360,6055W,Present,"(-37.80606678593307, 144.95198437373847)",-37.80606678593307,144.95198437373847
3395,6233W,Present,"(-37.80596246039296, 144.95082843409236)",-37.80596246039296,144.95082843409236
609,63W,Unoccupied,"(-37.81072915824934, 144.97265704858484)",-37.81072915824934,144.97265704858484
5257,4513W,Unoccupied,"(-37.81124846038586, 144.95323249526456)",-37.81124846038586,144.95323249526456
2312,2851S,Unoccupied,"(-37.81071345213895, 144.9679577708581)",-37.81071345213895,144.9679577708581
2308,2846N,Present,"(-37.81048228886637, 144.96807314655052)",-37.81048228886637,144.96807314655052
4832,9228N,Present,"(-37.831289261616206, 144.96630188894653)",-37.831289261616206,144.96630188894653
6669,8655W,Present,"(-37.82552050335324, 144.96253615434466)",-37.82552050335324,144.96253615434466
3877,C5650,Present,"(-37.806716761819445, 144.9549998749622)",-37.806716761819445,144.9549998749622
5361,8903W,Present,"(-37.82409822525305, 144.96211501714058)",-37.82409822525305,144.96211501714058
4807,9134N,Present,"(-37.83023590812216, 144.96993112923997)",-37.83023590812216,144.96993112923997
4929,9351S,Present,"(-37.82963164969328, 144.96808486322163)",-37.82963164969328,144.96808486322163
5358,8897W,Present,"(-37.82450433070958, 144.96163789794954)",-37.82450433070958,144.96163789794954
6680,8634E,Present,"(-37.825692435188415, 144.96252914051908)",-37.825692435188415,144.96252914051908
4806,9132N,Present,"(-37.830188494228366, 144.97007596460094)",-37.830188494228366,144.97007596460094
4830,9224N,Present,"(-37.8312681947811, 144.9663736952495)",-37.8312681947811,144.9663736952495
5356,8893W,Present,"(-37.82479338409993, 144.96129747483866)",-37.82479338409993,144.96129747483866
5765,12447S,Unoccupied,"(-37.811983005070296, 144.97604299006127)",-37.811983005070296,144.97604299006127
5301,9539S,Present,"(-37.82821016826375, 144.96511451449828)",-37.82821016826375,144.96511451449828
3906,C5726,Present,"(-37.80520172201874, 144.95526658230324)",-37.80520172201874,144.95526658230324
1144,C1220,Present,"(-37.812366553343665, 144.95949445282753)",-37.812366553343665,144.95949445282753
938,C758,Present,"(-37.813317673916494, 144.96833410265134)",-37.813317673916494,144.96833410265134
743,C212,Unoccupied,"(-37.81572660765647, 144.97224999952937)",-37.81572660765647,144.97224999952937
2438,C2736,Unoccupied,"(-37.809924927418336, 144.97030922397136)",-37.809924927418336,144.97030922397136
814,C512,Present,"(-37.810541167567564, 144.9698621573205)",-37.810541167567564,144.9698621573205
828,C568,Present,"(-37.80936488982164, 144.96932321495444)",-37.80936488982164,144.96932321495444
790,C404,Unoccupied,"(-37.8129631780847, 144.97097425005776)",-37.8129631780847,144.97097425005776
6150,C13704,Unoccupied,"(-37.820019978880744, 144.94315996150792)",-37.820019978880744,144.94315996150792
4349,C7114,Unoccupied,"(-37.80802812515082, 144.95409821879917)",-37.80802812515082,144.95409821879917
5648,12291S,Unoccupied,"(-37.80978493981613, 144.97717961827533)",-37.80978493981613,144.97717961827533
1861,2592N,Present,"(-37.8147781176515, 144.95739065547053)",-37.8147781176515,144.95739065547053
6231,13340E,Unoccupied,"(-37.816513984176765, 144.94571963696453)",-37.816513984176765,144.94571963696453
2376,3182N,Unoccupied,"(-37.81390241659672, 144.95632422229693)",-37.81390241659672,144.95632422229693
5896,C9024,Present,"(-37.80287587557753, 144.9670609601942)",-37.80287587557753,144.9670609601942
1545,1918N,Present,"(-37.81456889297397, 144.9694242770763)",-37.81456889297397,144.9694242770763
2351,3027S,Present,"(-37.81334243797914, 144.95895527571108)",-37.81334243797914,144.95895527571108
2288,2678N,Unoccupied,"(-37.80969655516961, 144.97074848371005)",-37.80969655516961,144.97074848371005
1327,1343W,Unoccupied,"(-37.81509911489364, 144.95781419025795)",-37.81509911489364,144.95781419025795
6167,13224N,Present,"(-37.81878430456396, 144.94709634839796)",-37.81878430456396,144.94709634839796
1324,1339W,Unoccupied,"(-37.81520068144283, 144.9578608365442)",-37.81520068144283,144.9578608365442
1457,1734N,Unoccupied,"(-37.814634327465065, 144.9731253412993)",-37.814634327465065,144.9731253412993
6643,13614E,Unoccupied,"(-37.81963127323259, 144.94372543966972)",-37.81963127323259,144.94372543966972
6496,13717W,Present,"(-37.81576579535938, 144.93801153931497)",-37.81576579535938,144.93801153931497
2726,4369W,Unoccupied,"(-37.80977619638415, 144.96100269466265)",-37.80977619638415,144.96100269466265
1022,1155W,Unoccupied,"(-37.81382636470905, 144.9600326035407)",-37.81382636470905,144.9600326035407
3110,5267W,Unoccupied,"(-37.80460801932074, 144.95729634254496)",-37.80460801932074,144.95729634254496
1961,3341S,Present,"(-37.80897580176055, 144.9698330366008)",-37.80897580176055,144.9698330366008
2421,C2668,Unoccupied,"(-37.80967589489478, 144.97115990986117)",-37.80967589489478,144.97115990986117
3061,5183W,Unoccupied,"(-37.81116922060891, 144.95735536202574)",-37.81116922060891,144.95735536202574
5512,11957W,Unoccupied,"(-37.81489175483394, 144.98267090852102)",-37.81489175483394,144.98267090852102
1038,1215W,Unoccupied,"(-37.812372822735156, 144.95937304974785)",-37.812372822735156,144.95937304974785
6831,14022E,Present,"(-37.797129800203095, 144.95808689578098)",-37.797129800203095,144.95808689578098
5859,C9138,Present,"(-37.798417779622156, 144.96489529290943)",-37.798417779622156,144.96489529290943
5868,C9174,Present,"(-37.7984588240208, 144.96527118696133)",-37.7984588240208,144.96527118696133
3389,6221W,Present,"(-37.80611291596158, 144.95089657784985)",-37.80611291596158,144.95089657784985
2433,C2716,Present,"(-37.8098438336935, 144.97058642822228)",-37.8098438336935,144.97058642822228
876,773W,Present,"(-37.81226842129186, 144.96772844786466)",-37.81226842129186,144.96772844786466
