X,Y,bay_id,st_marker_,status,location,lat,lon,xdate,xsource,mccid_str,xorg,mccid_int,name,mccid_gis,maplabel
144.968946645431629,-37.810320803366281,2455,C2788,Unoccupied,"(-37.81032080336628, 144.96894664543163)",-37.810320803366281,144.968946645431629,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.944417257067244,-37.819656465470267,6129,C13620,Unoccupied,"(-37.81965646547027, 144.94441725706724)",-37.819656465470267,144.944417257067244,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.952457572276273,-37.81294763012847,2275,3979S,Unoccupied,"(-37.81294763012847, 144.95245757227627)",-37.812947630128470,144.952457572276273,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.968214768358791,-37.81063763930144,2306,2843S,Present,"(-37.81063763930144, 144.9682147683588)",-37.810637639301440,144.968214768358791,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.958227878069351,-37.813552382566165,2363,3095S,Unoccupied,"(-37.813552382566165, 144.95822787806935)",-37.813552382566165,144.958227878069351,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.957552267327969,-37.810140270372138,3328,6012N,Present,"(-37.81014027037214, 144.95755226732797)",-37.810140270372138,144.957552267327969,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.951144660864998,-37.821412583566548,6323,13403W,Present,"(-37.82141258356655, 144.951144660865)",-37.821412583566548,144.951144660864998,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.954885653119874,-37.812121835667782,2236,3922N,Unoccupied,"(-37.81212183566778, 144.95488565311987)",-37.812121835667782,144.954885653119874,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.977950509116795,-37.811344231116109,5476,11875W,Unoccupied,"(-37.81134423111611, 144.9779505091168)",-37.811344231116109,144.977950509116795,20091109.0000000000000000000000000000000,Mapbase,,GIS Team,3002.0000000000000000000000000000000,,13.0000000000000000000000000000000,
144.969865634179541,-37.808914159783264,1960,3340N,Unoccupied,"(-37.808914159783264, 144.96986563417954)",-37.808914159783264,144.969865634179541,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.958478564919147,-37.813479872529783,2357,3087S,Unoccupied,"(-37.81347987252978, 144.95847856491915)",-37.813479872529783,144.958478564919147,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.964588072515937,-37.796428871705629,6877,14201W,Present,"(-37.79642887170563, 144.96458807251594)",-37.796428871705629,144.964588072515937,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3052.0000000000000000000000000000000,,11.0000000000000000000000000000000,
144.951845186615571,-37.811791648720245,5231,11516N,Present,"(-37.811791648720245, 144.95184518661557)",-37.811791648720245,144.951845186615571,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.975138749854125,-37.809582121137737,5615,12249S,Unoccupied,"(-37.80958212113774, 144.97513874985412)",-37.809582121137737,144.975138749854125,20091109.0000000000000000000000000000000,Mapbase,,GIS Team,3002.0000000000000000000000000000000,,13.0000000000000000000000000000000,
144.941735695661748,-37.814049946306,6614,13857S,Present,"(-37.814049946306, 144.94173569566175)",-37.814049946306000,144.941735695661748,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.960359106212877,-37.814260020397086,1114,C1144,Present,"(-37.814260020397086, 144.96035910621288)",-37.814260020397086,144.960359106212877,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956129613632243,-37.813957932316931,2379,3194N,Unoccupied,"(-37.81395793231693, 144.95612961363224)",-37.813957932316931,144.956129613632243,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.961365972308158,-37.81485602318736,1765,2393S,Unoccupied,"(-37.81485602318736, 144.96136597230816)",-37.814856023187360,144.961365972308158,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.950637419142197,-37.811711648916102,5289,1595W,Unoccupied,"(-37.8117116489161, 144.9506374191422)",-37.811711648916102,144.950637419142197,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.951471202973664,-37.812015244225677,5254,11533S,Unoccupied,"(-37.81201524422568, 144.95147120297366)",-37.812015244225677,144.951471202973664,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.950590510146611,-37.81160995044668,5287,1599W,Unoccupied,"(-37.81160995044668, 144.9505905101466)",-37.811609950446680,144.950590510146611,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.958852664041217,-37.813276951171147,2542,C3050,Unoccupied,"(-37.81327695117115, 144.95885266404122)",-37.813276951171147,144.958852664041217,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.951101251810542,-37.819862816009433,6047,13014N,Unoccupied,"(-37.81986281600943, 144.95110125181054)",-37.819862816009433,144.951101251810542,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.948401941254588,-37.818919687870903,6263,13329W,Unoccupied,"(-37.8189196878709, 144.9484019412546)",-37.818919687870903,144.948401941254588,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.962507709394373,-37.813053379787213,1006,951W,Present,"(-37.81305337978721, 144.96250770939437)",-37.813053379787213,144.962507709394373,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.958010495617259,-37.811225724167116,2189,3860N,Present,"(-37.811225724167116, 144.95801049561726)",-37.811225724167116,144.958010495617259,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.966248214534858,-37.82842941215759,5041,9519S,Present,"(-37.82842941215759, 144.96624821453486)",-37.828429412157590,144.966248214534858,20080602.0000000000000000000000000000000,Mapbase,,GIS Team,3006.0000000000000000000000000000000,,9.0000000000000000000000000000000,
144.96303807575481,-37.82526181746293,4729,8678E,Present,"(-37.82526181746293, 144.9630380757548)",-37.825261817462930,144.963038075754810,20080602.0000000000000000000000000000000,Mapbase,,GIS Team,3006.0000000000000000000000000000000,,9.0000000000000000000000000000000,
144.982802901908826,-37.814117086506307,5527,11987W,Unoccupied,"(-37.81411708650631, 144.98280290190883)",-37.814117086506307,144.982802901908826,20091109.0000000000000000000000000000000,Mapbase,,GIS Team,3002.0000000000000000000000000000000,,13.0000000000000000000000000000000,
144.95349856699471,-37.812653405177159,2254,3949S,Unoccupied,"(-37.81265340517716, 144.9534985669947)",-37.812653405177159,144.953498566994710,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.972342167963518,-37.810110290432704,612,69W,Present,"(-37.8101102904327, 144.97234216796352)",-37.810110290432704,144.972342167963518,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.95671881689637,-37.810514602925252,3349,6033S,Present,"(-37.81051460292525, 144.95671881689637)",-37.810514602925252,144.956718816896370,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.944706211391605,-37.819573780863919,6127,C13612,Unoccupied,"(-37.81957378086392, 144.9447062113916)",-37.819573780863919,144.944706211391605,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.969095792311066,-37.8088694957097,836,C600,Unoccupied,"(-37.8088694957097, 144.96909579231107)",-37.808869495709700,144.969095792311066,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.958417112932182,-37.813403963224104,2554,C3092,Unoccupied,"(-37.813403963224104, 144.95841711293218)",-37.813403963224104,144.958417112932182,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.95695325744822,-37.810311749703203,3332,6016N,Unoccupied,"(-37.8103117497032, 144.95695325744822)",-37.810311749703203,144.956953257448220,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956884116003067,-37.810331560199103,3334,6018N,Unoccupied,"(-37.8103315601991, 144.95688411600307)",-37.810331560199103,144.956884116003067,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956754946277925,-37.810368611738113,3338,6022N,Unoccupied,"(-37.81036861173811, 144.95675494627793)",-37.810368611738113,144.956754946277925,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956691820162206,-37.81038670253006,3340,6024N,Unoccupied,"(-37.81038670253006, 144.9566918201622)",-37.810386702530060,144.956691820162206,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956610839763869,-37.81040996007556,3342,6026N,Unoccupied,"(-37.81040996007556, 144.95661083976387)",-37.810409960075560,144.956610839763869,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.957940097957191,-37.813543287357049,2570,C3130,Unoccupied,"(-37.81354328735705, 144.9579400979572)",-37.813543287357049,144.957940097957191,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.958118379649363,-37.813491215898559,2564,C3118,Unoccupied,"(-37.81349121589856, 144.95811837964936)",-37.813491215898559,144.958118379649363,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.953468605558044,-37.817295303208844,1376,1536E,Unoccupied,"(-37.817295303208844, 144.95346860555804)",-37.817295303208844,144.953468605558044,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.955814323311387,-37.813066051837779,2048,3519S,Unoccupied,"(-37.81306605183778, 144.9558143233114)",-37.813066051837779,144.955814323311387,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.951626470449639,-37.810710039932673,5203,C8058,Present,"(-37.81071003993267, 144.95162647044964)",-37.810710039932673,144.951626470449639,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3003.0000000000000000000000000000000,,4.0000000000000000000000000000000,
144.954619168333465,-37.813703354077106,1270,4462E,Unoccupied,"(-37.813703354077106, 144.95461916833347)",-37.813703354077106,144.954619168333465,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.971700505660834,-37.814543336975056,769,C320,Present,"(-37.814543336975056, 144.97170050566083)",-37.814543336975056,144.971700505660834,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956491809041893,-37.81044401738329,3346,6030N,Unoccupied,"(-37.81044401738329, 144.9564918090419)",-37.810444017383290,144.956491809041893,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.957930737379229,-37.815353120692706,1321,1333W,Unoccupied,"(-37.815353120692706, 144.95793073737923)",-37.815353120692706,144.957930737379229,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.960858399836098,-37.813825568634883,1842,2551S,Present,"(-37.81382556863488, 144.9608583998361)",-37.813825568634883,144.960858399836098,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.960673966018163,-37.813878852003278,1844,2555S,Present,"(-37.81387885200328, 144.96067396601816)",-37.813878852003278,144.960673966018163,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.940229602758279,-37.81268417714616,6573,13842N,Unoccupied,"(-37.81268417714616, 144.94022960275828)",-37.812684177146160,144.940229602758279,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3008.0000000000000000000000000000000,,14.0000000000000000000000000000000,
144.968053179082233,-37.829640841400447,6664,9353S,Present,"(-37.82964084140045, 144.96805317908223)",-37.829640841400447,144.968053179082233,20080602.0000000000000000000000000000000,Mapbase,,GIS Team,3006.0000000000000000000000000000000,,9.0000000000000000000000000000000,
144.966163772768255,-37.809996004587845,1981,3394N,Unoccupied,"(-37.809996004587845, 144.96616377276825)",-37.809996004587845,144.966163772768255,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.956552482525922,-37.810426673457968,3344,6028N,Unoccupied,"(-37.81042667345797, 144.95655248252592)",-37.810426673457968,144.956552482525922,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.95913816605173,-37.811581918854074,1164,C1278,Present,"(-37.811581918854074, 144.95913816605173)",-37.811581918854074,144.959138166051730,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.9609415356895,-37.81552891440721,5162,C1113,Present,"(-37.81552891440721, 144.9609415356895)",-37.815528914407210,144.960941535689500,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
144.971788587003061,-37.808636765965332,650,C144,Present,"(-37.80863676596533, 144.97178858700306)",-37.808636765965332,144.971788587003061,20091109.0000000000000000000000000000000,Mapbase,,GIS Team,3002.0000000000000000000000000000000,,13.0000000000000000000000000000000,
144.980210181869097,-37.815732007195308,5802,12532N,Unoccupied,"(-37.81573200719531, 144.9802101818691)",-37.815732007195308,144.980210181869097,20091109.0000000000000000000000000000000,Mapbase,,GIS Team,3002.0000000000000000000000000000000,,13.0000000000000000000000000000000,
144.959161291340195,-37.804944029803139,7057,4688Ea,Unoccupied,"(-37.80494402980314, 144.9591612913402)",-37.804944029803139,144.959161291340195,20030701.0000000000000000000000000000000,Mapbase,,GIS Team,3000.0000000000000000000000000000000,,15.0000000000000000000000000000000,
